rn	type	text
60882	O	<par>[G&amp;C 111] (LaPolla 1987).</par>
60883	O	<par>[G&amp;C 77].</par>
145897	O	<par>[Matisoff 1983, set 60] (LaPolla 1987).</par>
145903	O	<par>[TSR 157]</par>
145905	O	<par>[G&amp;C 150].</par>
145906	O	<par>[STC p.27, n.87 by JAM]</par>
145909	O	<par>(STC n.137)</par>
145914	O	<par>[Matisoff 1972b, set 28]</par>
145915	O	<par>[G&amp;C 39; TSR 18] (LaPolla 1987).</par>
145916	O	<par>[G&amp;C 35].</par>
145917	O	<par>[G&amp;C 57].</par>
145918	O	<par>(TSR 90)</par>
145919	O	<par>(G+C 37).</par>
505693	O	<par>[TSR 43] (LaPolla 1987).</par>
505697	O	<par>[TSR 2]</par>
505698	O	<par>[TSR 49] (LaPolla 1987).</par>
505699	O	<par>[TSR 31].</par>
505700	O	<par>[TSR 69]</par>
505701	O	<par>[TSR 82] (LaPolla 1987).</par>
506211	O	<par>[TSR 75] (LaPolla 1987).</par>
506214	O	<par>[TSR 27].</par>
506215	O	<par>[Mpi 37]</par>
506219	O	<par>[TSR 186].</par>
506221	O	<par>[TSR 192].</par>
506222	O	<par>[TSR 192]</par>
506225	O	<par>[TSR 168] (LaPolla 1987).</par>
506231	O	<par>[G&amp;C 35].</par>
506232	O	<par>[G&amp;C 35].</par>
506233	O	<par>[G&amp;C 54].</par>
506237	O	<par>[TSR 130]</par>
512501	O	<par>[Mpi 5].</par>
512507	O	<par>[G&amp;C 11].</par>
